ItemName1 萨以特
ItemHelp853 古罗马帝国中一位自称‘最后的骑士’的哈德良帝王所穿着的铠甲；它注重轻与坚硬，一般的刀剑是无法破坏的；自从哈德良帝王死后此铠甲就消失了，据说流落到东欧某一国家中。
ItemInfo853 防御力 +20点
ItemName854 锁铠
ItemHelp854 可说是锁子甲的强化品，它以锁子甲的设计理念去强防护效果；更让穿戴方便许多，不过重量却增加好几倍。
ItemInfo854 防御力 +18点
ItemName855 甲胄
ItemHelp855 利用特殊的布料加上棉花所作成的护衣，有着保暖和保护的功能；是一般平民常用的护甲。
ItemInfo855 防御力 +10点
ItemName856 片叶铠
ItemHelp856 防护也不忘攻击这就是设计此铠甲的原因，加强单边的强化，另外变成可变化防御的铠甲；如此便可以自由的攻击和防御了。
ItemInfo856 防御力 +16点
ItemName857 愈伤之铠
ItemHelp857 以神木制作的铠甲，有着神奇的回复功效可以一面治疗一面防御的护甲。
ItemInfo857 防御力 +42点
ItemName858 紫堂壳
ItemHelp858 佛家的特殊护甲，全凭信念才能发挥盔甲的力量。
ItemInfo858 防御力 +88点
ItemName859 啻浪奇甲
ItemHelp859 传说的一皇家骑士所穿的铠甲，拥有神秘力量但在骑士迷失时就消失在沙漠中了。
ItemInfo859 防御力 +80点
ItemName860 思潮之袍
ItemHelp860 全部水蓝的晶铠，在白天可以经由阳光的折射来引响敌人的攻击，而夜间则有照明的效果。
ItemInfo860 防御力 +35点
ItemName861 天珠武铠
ItemHelp861 盔甲的周围全部镶满着神秘的神珠；藉由这些珠子能将穿戴者的潜能一点一滴的发展出来。
ItemInfo861 防御力 +85点
ItemName862 龙须衣
ItemHelp862 在制作护甲的同时将龙神的鬃须融入其铠甲内，使铠甲的防御力大大的提高。
ItemInfo862 防御力 +110点
ItemName863 银丝战袍
ItemHelp863 是坚轫的银丝编织而成的战衣，质地非常轻巧舒适而且会非常有弹性的适应任何人的身体；所以男女皆可很轻松的穿上它。
ItemInfo863 防御力 +68点
ItemName864 乌蚕衣
ItemHelp864 在塞外的一种黑蚕，它们会吃掉自己的同类再行结蛹的状态；其结的丝相当的奇特比铁还硬却比丝还软，所以被作成护甲但价格也不便宜。
ItemInfo864 防御力 +55点
ItemName865 天兵战袍
ItemHelp865 天兵天将所穿戴的护甲，能力如何尚无人知道；不过妖魔鬼怪惧怕是一定。
ItemName866 精铁蛮甲
ItemHelp866 相当厚重的铁甲不过相对的防护力可相当的强；一般的武器可是无法伤到分毫的。
ItemInfo866 防御力 +90点
ItemName867 苍蟒锦衣
ItemHelp867 用千年巨蟒的皮作成的，有很好的防御能力；至于巨蟒是如何死的仍是个迷。
ItemInfo867 防御力 +100点
ItemName868 泥蚣袍
ItemHelp868 不知是何方的魔衣，据说所有的魔法攻击在击中此衣时便像泥牛入海般的慢慢被化去了。
ItemInfo868 防御力 +72点
ItemName869 冥妖战甲
ItemHelp869 乃属阴界之物，是冥府精妖的随身护甲；充满无限的妖气能帮主人自动的防卫。
ItemInfo869 防御力 +130点
ItemName870 星狼云铠
ItemHelp870 由南方的岛国传过来的护甲，但是在京城的工匠都搞不懂它是怎么作出来的；所以要买时只能等货运来，别无它法。
ItemInfo870 防御力 +128点
ItemName871 九龙云生胄
ItemHelp871 天界之物，非常朴素的外观但是却透露出九条龙气护身；也因此只要是有些许魔性的人皆无法穿戴的。
ItemInfo871 防御力 +140点
ItemName872 皮手套
ItemHelp872 轻巧、柔软大多用牛或羊的皮作成但防御能力有限。
ItemInfo872 防御力 +2点
ItemName873 铁锁手套
ItemHelp873 是锁子甲的附属防具，但是只有保护着手背所以很少武士会穿戴。
ItemInfo873 防御力 +4点
ItemName874 铁手套
ItemHelp874 完全用铁作成关节部份用许多节点分开，使关节部份能灵活动作；早期大多用此防具保护手部。
ItemInfo874 防御力 +5点
ItemName875 钢手套
ItemHelp875 刃金的发现对于战争上的帮助是非常大的，而人民也不断的以其为材料做出许多的防具，最后连一些小的防具也能顺利的作出。
ItemInfo875 防御力 +6点
ItemName876 圣皇手套
ItemHelp876 在哈德良所有的防具中唯一被确认留在威尼斯附近的；外表和一般的手套型态并不一样，除了带上后有不错的防御能力而且几乎感觉不到重量才是它特别之处。
ItemInfo876 防御力 +8点
ItemName877 波塞顿手套
ItemHelp877 已海神的名字命名的手套，希望有着无与伦比的防御力；制造者为此替手套加上水系的魔法力。
ItemName878 扫罗手套
ItemHelp878 是扫罗王给大卫王的防具之一，大卫王是以色列人古时以一颗石头替扫罗王击倒世敌菲力士人中的巨人哥利亚。
ItemInfo878 防御力 +12点
ItemName879 地痞手套
ItemHelp879 听说是DOMO小组某人飙车时穿戴的手套。
ItemInfo879 防御力 +28点
ItemName880 冰晶腕
ItemHelp880 整个皆为透明的水晶状构成，本身没有一点寒气但却能抵抗少数的火焰攻击。
ItemInfo880 防御力 +38点
ItemName881 青电臂
ItemHelp881 特长的手套，已经可以保护整只手臂了所以也称不上手套；同时也有特殊的力量，能提升出手攻击的速度。
ItemInfo881 防御力 +33点
ItemName882 仙风膀
ItemHelp882 大食帝国游仙人的假手臂，那位帮仙人制作手臂的工匠想必也能再造一副有夹带仙风的手套。
ItemInfo882 防御力 +46点
ItemName883 乌蚕手套
ItemHelp883 在塞外的一种黑蚕，它们会吃掉自己的同类在行结蛹的状态；其结的丝相当的奇特比铁还硬却比丝还软，与乌蚕衣是同样的。
ItemInfo883 防御力 +16点
ItemName884 灵蛇手套
ItemHelp884 和苍蟒锦衣的材质是同样的，不过贩卖的地方却比衣服来的多。
ItemInfo884 防御力 +40点
ItemName885 龙鳞手套
ItemHelp885 将龙蜥的皮作成龙鳞的样子，有相当不错的防御力。
ItemInfo885 防御力 +20点
ItemName886 缚阎指套
ItemHelp886 凡是非一般正常状况下产生的黑暗均能轻易的化暗为明；特别是来是阴界的攻击。
ItemInfo886 防御力 +58点
ItemName887 蓝堂光套
ItemHelp887 散发奇异的蓝光，是另一世界的产物；其不稳定的力量使得薄弱的圣力会被其吸收了。
ItemInfo887 防御力 +53点
ItemName888 狂狮战腕
ItemHelp888 中国地区的武将军达到一定职位时就会配戴此种护腕；也就是说没一定功勋与武术的将军是不可配戴的。
ItemInfo888 防御力 +35点
ItemName889 子雷手套
ItemHelp889 带有奇电的手套，灵力高的人还能将其威力完全的发挥出来；其势可不输强力的法术。
ItemInfo889 防御力 +48点
ItemName890 皮帽
ItemHelp890 西元前800年人们大多用来遮阳，不过好一点的皮革制作成帽子也有一些保护的能力。
ItemInfo890 防御力 +3点
ItemName891 武盔
ItemHelp891 外形象一水滴，为黑暗时代罗马人主要的头盔；着重于重点保护轻巧方便，外型上也比较美观了。
ItemInfo891 防御力 +5点
ItemName892 轻钢盔
ItemHelp892 由于刃金的发现所以相对的也用于护具上，但制成铠甲太耗材了；所以只能做一些低耗材的护甲，此头盔也能保护脖子也有人称为猎犬之盔。
ItemInfo892 防御力 +7点
ItemName893 羽盔
ItemHelp893 形像鸟类了头，材质虽为铁但重量却很轻；包复着头全部只露出眼和鼻成一T字型。
ItemInfo893 防御力 +9点
ItemName894 鹰矢盔
ItemHelp894 属于全罩式的一种，保护眼鼻部份的护甲可以上掀，且做的像鹰的嘴；此头盔有许多活动点所以大部份的头型皆能藉由调整达到很合适的地步。
ItemInfo894 防御力 +17点
ItemName895 海神盔
ItemHelp895 北欧国家所研发的，根据各种头盔的缺点改进；同时加上一种叫迺的矿石增其光辉再请工匠雕出细致的花纹，是一种时用语美观兼具的头盔。
ItemInfo895 防御力 +27点
ItemName896 圣皇盔
ItemHelp896 与圣皇铠是同一组的，也一样不知流落何方不过好像被当成艺术品摆在某一展览馆内。
ItemInfo896 防御力 +8点
ItemName897 象绵盔
ItemHelp897 犹他族以大象的皮作成护套铁则作成护杆；样子很奇怪不过却有不错的防御效果，因此贩售中少数几件价格与能力相平衡的。
ItemInfo897 防御力 +40点
ItemName898 龙族盔
ItemHelp898 制造者已经不知道是谁了，不过知道是一位魔法师帮助完成的；盔的顶端有一头传说中的龙，看过此盔的人都说是龙族人所制造的。
ItemInfo898 防御力 +75点
ItemName899 金刚斗笠
ItemHelp899 经佛法加持后的神圣斗笠，在其周围还圈上一精铁环；所以也是有一定的防卫能力。
ItemInfo899 防御力 +23点
ItemName900 龙鳞盔
ItemHelp900 与龙鳞手套同样的材质，是相当舒适的护具不过价格也不便宜的。
ItemInfo900 防御力 +50点
ItemName901 天神头巾
ItemHelp901 为炭谷的神仙马士良身上的饰品，可让人头脑清楚灵力增强。
ItemName902 紫金冠
ItemHelp902 紫色的明珠镶在炫目的金冠上；有许多人想得到它。但是被一富商收藏着，说什么也不肯卖；因此其功能如何也没人知道。
ItemInfo902 防御力 +35点
ItemName903 北斗箍环
ItemHelp903 以仙界之金刚砂在仙炉冶炼七七四九天后，再由天神力士捏造的头箍。
ItemName904 金霞盔
ItemHelp904 是唐代一般工匠能作出最好的头盔了；也是能以金钱买到最好的头盔了。
ItemInfo904 防御力 +66点
ItemName905 圣兽玲珑冠
ItemHelp905 冰清玉洁的玲珑材质，其冠上并刻有四方的守护圣兽；此物光从外观就知绝非凡间之物。
ItemInfo905 防御力 +70点
ItemName906 皮靴
ItemHelp906 如果要战斗的话用布鞋实在不是很好的防具，所以皮靴算是改良并用在战场的日常用品。
ItemInfo906 敏捷度 +3点
ItemName907 钢靴
ItemHelp907 有铁的硬度却只比皮靴重0.5公斤；自从开发以来铁靴和铜靴就渐渐被淘汰了。
ItemInfo907 敏捷度 +4点
ItemName908 圣皇靴
ItemHelp908 在流落许久后现今由法兰克王国的一位领主所收藏着。
ItemInfo908 敏捷度 +6点
ItemName909 雅典之靴
ItemHelp909 女神雅典那的靴子，当雅典那从宙斯的头中出来时就已身穿战甲全副武装了；她的靴子看似普通的皮靴却有非常神奇的力量只有穿过的人才知道。
ItemInfo909 敏捷度 +10点
ItemName910 歌神之靴
ItemHelp910 DOMO小组歌神阿福的靴子，防御力不怎么样但是可是能增加人不少的魅力喔!
ItemInfo910 敏捷度 +3点
ItemName911 武装鞋
ItemHelp911 专门为战斗制作的鞋子，便利行动为主要目的；其他只保护重点而已。
ItemInfo911 敏捷度 +6点
ItemName912 神驼靴
ItemHelp912 在沙漠中的一只百岁骆驼，在它寿终之时便幻化为一双靴子藏匿在风沙中。
ItemInfo912 敏捷度 +10点
ItemName913 虎爪鞋
ItemHelp913 于鞋尖嵌上虎爪；能够与整体攻击时相互的配合。
ItemInfo913 敏捷度 +5点
ItemName914 菟纵鞋
ItemHelp914 穿上它就会如灵兔般的敏捷，但是制造相当困难所以量不多，价格也特别的贵。
ItemInfo914 敏捷度 +10点
ItemName915 带火风轮
ItemHelp915 乃天界神人哪吒的脚下宝物，轮转一圈则行千里；是哪吒师父所赠之物。
ItemInfo915 敏捷度 +18点
ItemName916 踏风草鞋
ItemHelp916 神奇的草鞋，行走的时候就好像踏在风上走路一样的轻松快速。
ItemInfo916 敏捷度 +16点
ItemName917 混天泥鞋
ItemHelp917 一个看似普通的泥块，但是当你踏上去时便会自动的包住你的脚；进而变成钢铁般的材质。
ItemName918 七星法靴
ItemHelp918 靴上刻有虚幻的七色宝珠，并拥有一阵阵灵异的法力。
ItemInfo918 敏捷度 +8点
ItemName919 钛銧奇鞋
ItemHelp919 黑色奇异的光芒笼罩着全部的鞋子，其邪念也很大；所以透露出一种让人很不舒服的感觉。
ItemInfo919 敏捷度 +16点
ItemName920 五行鞋
ItemHelp920 能够自行的变化五行的相生相克，进而帮助穿戴者化险为夷。
ItemInfo920 敏捷度 +7点
ItemName921 霞云彩绫
ItemHelp921 上古传奇的宝物；只要将其缠在脚下便会有令人意想不到的事情发生。
ItemName922 山水天衣
ItemHelp922 持有者走得越远，这天衣的防御效果越好。
ItemName923 真梦的天使环
ItemHelp923 战斗结束后回复n%的生命力。
ItemName924 乐乐外套
ItemHelp924 奇怪的衣服。
ItemName925 投币式铠甲
ItemHelp925 所承受的攻击全部用金钱扣除，直到钱用完为止。这件铠甲没有基本的防御值。
ItemName926 一次伤害保险
ItemHelp926 DOMO伤害保险：只要付清定额保费，在您重伤濒死时，您的同伴就可领取一笔可观的赔偿金。
ItemName927 永久伤害保险
ItemHelp927 DOMO永久伤害保险：务项目较多，受伤大小，中毒，石化，麻痹，通通赔偿，费用从您的财产收入扣除百分之十(不含赔偿金)。
ItemName928 神医银针
ItemHelp928 天界仙人将历代以来神医的医术全灌输进一银针内，待有缘人得此神针以济世。
ItemName929 地炎玉
ItemHelp929 来自远古地底的火龙身上，一个外型独特的怪玉，平时触摸它时和一般的玉没有两样；但是如果在火海时它确能够将烈火隔离三尺之外。
ItemInfo929 抵抗火系法术 60%
ItemName930 灵虚扇
ItemHelp930 传说为汉钟离的宝物之一，它一扇病、二扇灾、再扇驱邪魔；有了此法宝只要人还有一口气在就能藉此法宝让人回复正常状态。
ItemInfo930 净化所有伤害状态但除了濒死无法解除
ItemName931 萨登荆环
ItemHelp931 希腊神话中的巨人，有着无与论比的强大力量；他的荆环也承袭了神奇的力量。
ItemInfo931 修练完成可将原攻击力提高五成
ItemName932 武圣手镯
ItemHelp932 欧洲一位传奇性的人物，据说当他穿上盔甲冲向敌阵，其势可挡百人；而遗留下的手镯有着神秘的能源。
ItemInfo932 战斗中可使用连击指令，并耗损10点体力
ItemName933 朱砂神笔
ItemHelp933 传说是张天师用来画符用的奇笔，经过长久的岁月，它不只可以用来画符；据说只要是用它画出的东西都会变成真的。
ItemInfo933 战斗中可把敌人技能抄写到空白符纸
ItemName934 吸血鬼指环
ItemHelp934 原本戴在一位千年吸血公爵身上，具有移转生命力的神秘力量，后来据说被恐惧之王所夺去；但详细的下落就没人知道。
ItemInfo934 攻击敌人时可连带吸取敌方的生命，纳为己用
ItemName935 朱雀火羽
ItemHelp935 天界圣兽─朱雀身上的毛羽，它能隔离三界之火使持有者不受其害，仙人将其制为随身法宝；由于羽毛本身就遗留着圣兽的法力所以几乎不用消耗掉仙人的道行。
ItemInfo935 抵抗火系法术 100%
ItemName936 水灵珠
ItemHelp936 一颗小小的水蓝珠子，其周围不断散发出怪异阴冷的寒气；不过当你将它戴在身上时却感觉不到寒冷，而且还会帮你抵档不少外来的寒气。
ItemInfo936 抵抗水系法术 60%
ItemName937 神偷面具
ItemHelp937 在中东地区传说有一神偷名叫约克，他总是戴着一个怪异的面具到处偷窃；而且从没有人能抓住他，不过据闻自从他进入一古墓后就没在出现过了。
ItemInfo937 战斗中可使用偷窃指令，并耗损15点体力
ItemName938 鼠槌
ItemHelp938 莫名其妙的东西，使用之后会很神奇的再敌人上方出现一只槌子；并开始槌打(敲击空白键、Enter键或滑鼠右键)敌人而且不管敌人多强都能使其受伤。
ItemInfo938 战斗中可使用鼠槌指令，并耗损50点体力
ItemName939 星君眼
ItemHelp939 因平乱许多妖魔而有所功绩，被道教封为北斗星君；后又因收伏了龟、蛇二妖遂被加封为玄武大帝，其“星君眼”则是其法器之一。
ItemInfo939 修练完成可将原攻击力提高五成
ItemName940 姜公胆
ItemHelp940 传说是用三国时期名将姜维的胆，制作而成的奇特宝物；能将凡人的速度与反应提高一倍。
ItemInfo940 战斗中可使用连击指令，并耗损20点体力
ItemName941 夜叉肩带
ItemHelp941 原为夜叉神的宝带，当凝神时此宝带能将佩带者的精力慢慢的补充回来。
ItemInfo941 战斗中使用冥想指令，以回复 灵力
ItemName942 武神魂玉
ItemHelp942 奇特的宝玉，传说其中蕴含关公的魂魄，具有不可思异的力量。
ItemInfo942 战斗中可使用群攻指令，并耗损80点体力
ItemName943 乾坤袋
ItemHelp943 原为民间传说的义盗─空空儿与精精儿的袋子；后此袋不知流落何处，如有此袋要取人财物简直如探曩取物。
ItemInfo943 战斗中可使用偷窃指令，并耗损30点体力
ItemName944 青龙水珠
ItemHelp944 天界守护东方的神兽─青龙，此神兽常抓握于爪上的神奇仙珠；遽闻能避水象之气。
ItemInfo944 抵抗敌方水系法术 100%
ItemName945 白虎风牙
ItemHelp945 天界守护西方的神兽─白虎，此神兽的力牙具有神奇之力，能控制八方气流。
ItemInfo945 抵抗敌方风系法术 80%
ItemName946 玄武土器
ItemHelp946 一位道行高深的仙人取其神兽─玄武的龟甲，制成的一特殊法器；可以号令无生命的尘土。
ItemInfo946 抵抗敌方土系法术 80%
ItemName947 雷公锤
ItemHelp947 天界雷公的法器，一经敲击则能控制威力强横无匹的天雷；如此的能耐对一般的雷电，当然能轻易的控制。
ItemInfo947 抵抗敌方雷电系法术 80%
ItemName948 神光宝塔
ItemHelp948 长年供奉于神圣的地方─佛院，因经过仙佛的薰染故有着不小的驱魔之力。
ItemInfo948 抵抗敌方光系法术 80%
ItemName949 暗黑魔樽
ItemHelp949 据说是冥府阎王所用的樽杯，其内蕴藏着阴邪的法力，能御十方阴气。
ItemInfo949 抵抗敌方暗系法术 80%
ItemName950 暗杀宝录
ItemHelp950 一册纪录古今所有刺客的秘密行动与招式，可以从中了解到任何东西都可变成暗器。
ItemInfo950 战斗中可使用投掷指令，并耗损40点体力
ItemName951 朱砂辟魔玉
ItemHelp951 密宗中奇特的法器，经过怪异仪式之后，戴着它任何妖魔鬼怪，都将无法发觉持有者的正确位置。
ItemInfo951 战斗中可使用隐形指令，并耗损80点体力
ItemName952 金钟罩秘笈
ItemHelp952 中原少林寺内的武功秘笈，传言练就成功的人可以刀枪不入；不过锻炼的过程相当辛苦，所以没有多少人练成功的。
ItemInfo952 战斗中可使用护罩指令，并耗损50点体力
ItemName953 庖丁菜刀
ItemHelp953 古时伟大的厨师，遽闻他的刀法之熟练可以在瞬间将牛完全肢解；并让牛完全没感觉。
ItemInfo953 战斗中可使用分解指令，并耗损120点体力
ItemName954 吸魔壶
ItemHelp954 传言是穆汗莫德当年用来喝水的水壶，由于有相当奇特的魔力，所以各路人马都相继争夺；最后不知流落何处。
ItemInfo954 能将敌人的攻击魔法转化为自身的灵力
ItemName955 返刃玉
ItemName956 阴阳镜
ItemName957 御夫录
ItemInfo957 战斗中可使用投掷指令，并耗损50点体力
ItemName971 铜戒指
ItemHelp971 民间一般的装饰品，材质为铜。
ItemInfo971 防御力 +1点
ItemName972 铁戒指
ItemHelp972 民间一般的装饰品，材质为铁。
ItemInfo972 防御力 +1点  攻击力 +1点
ItemName973 银戒指
ItemHelp973 民间一般的装饰品，材质为银。
ItemInfo973 防御力 +2点  攻击力 +1点
ItemName974 金戒指
ItemHelp974 民间一般的装饰品，材质为金。
ItemInfo974 防御力 +3点  攻击力 +1点  敏捷力 -1点
ItemName975 玉戒指
ItemHelp975 民间一般的装饰品，材质为玉。
ItemInfo975 防御力 +2点
ItemName976 珍珠戒指
ItemHelp976 由一些蛤蚌类中取出的美丽小珠子，人们常会用来作各种的装饰品，价格非常的昂贵。
ItemInfo976 防御力 +3点
ItemName977 象牙戒指
ItemHelp977 全部的材质皆为象牙作成，给予人朴素无邪的感觉。
ItemInfo977 防御力 +2点  攻击力 +1点  敏捷力 +3点
ItemName978 玛瑙戒指
ItemHelp978 玛瑙，矿物的一种；因经由光影照射变化后非常的漂亮所以人们就将其作为身上的饰品。
ItemInfo978 攻击力 +3点  敏捷力 +1点
ItemName979 辟邪戒指
ItemHelp979 在铁金指环上嵌一高能量的天眼珠，再制成戒指戴在身上并发挥出驱邪的效果。
ItemInfo979 攻击力 +1点  防御力 +3点
ItemName980 五鬼戒指
ItemHelp980 在中国地区的人们相信五鬼能带来财运，所以在戒指上刻上五鬼的图腾希望能召来一些好运。
ItemInfo980 防御力 +3点  攻击力 +2点  敏捷力 +2点
ItemName981 龙睛法戒
ItemHelp981 据说在一古老的山洞有一巨龙，原是神界之龙，因为犯天条，被贬至凡间终老至死；而死后留下一保有仙力的器官，即双眼。
ItemInfo981 防御力 +3点  攻击力 +8点  敏捷力 +2点
ItemName982 诅咒魔戒
ItemHelp982 曾经有很强的魔力，为一仙人赠与法力高深的茅山道人；后此道人误入魔道，此戒则变为受咒的魔戒。
ItemInfo982 防御力 +10点  攻击力 +3点  敏捷力 -5点
ItemName983 银笛
ItemHelp983 具魔法力的银制笛子。
ItemInfo983 防御力 +2点  敏捷力 +3点
ItemName984 角笛
ItemHelp984 具魔法力的兽骨笛。
ItemInfo984 防御力 +3点  攻击力 -2点  敏捷力 +1点
ItemName985 苇笛
ItemHelp985 具魔法力的竹制笛子。
ItemInfo985 防御力 -3点  攻击力 +4点  敏捷力 +1点
ItemName986 恶魔风笛
ItemHelp986 具魔法力的黑色笛子。
ItemInfo986 防御力 +1点  攻击力 +5点
ItemName987 银项链
ItemHelp987 银制的小项链，可驱走一些小妖魔。
ItemInfo987 防御力 +2点
ItemName988 金项链
ItemHelp988 纯粹观赏用的饰品，没有特别的功能。
ItemInfo988 防御力 +3点  敏捷力 -1点
ItemName989 珍珠项链
ItemHelp989 采自各海域内奇特的黑色珍珠，再用小金链包成一串的项链。
ItemInfo989 防御力 +3点  攻击力 +1点
ItemName990 琥珀项链
ItemHelp990 琥珀为树汁的结晶，但是却蕴藏着一种神秘的力量。
ItemInfo990 防御力 -2点  攻击力 +4点  敏捷力 +1点
ItemName991 龙纹佩
ItemHelp991 为战国时代的器物，龙身满雕蒲纹，头上有冠，雕工精整。
ItemInfo991 防御力 +4点  攻击力 +2点  敏捷力 -2点
ItemName992 白玉飞天佩
ItemHelp992 为唐代时期的产物，飞天即取自梵文干达婆之义；其玉也刻绘成采花露、散花香的女神样。
ItemInfo992 防御力 +2点  攻击力 +6点
ItemName993 白玉龙纹佩
ItemHelp993 盛行于东周时期，以当时而言龙是一种倍受崇拜的神兽；有许多器物皆会刻上似龙的图形，当然玉也不例外。
ItemInfo993 防御力 +5点  攻击力 +5点  敏捷力 +3点
ItemName994 五彩石项链
ItemHelp994 上古一位斩妖除魔的女侠所佩带的护符，乃用女娲补天的五色石制成的。
ItemInfo994 防御力 +10点  攻击力 +10点  敏捷力 -2点
ItemName995 神草结
ItemHelp995 一些古庙特有的护符，以奇怪的草编成的结，据说有神秘的力量。
ItemInfo995 防御力 +1点  攻击力 +1点  敏捷力 +1点
ItemName996 太极护符
ItemHelp996 原为道家的护命符，后被阴阳家广泛的用来保命。
ItemInfo996 防御力 +6点  攻击力 +2点  敏捷力 -3点
ItemName997 四象结符
ItemHelp997 以四圣兽的图腾相结在一起，只要一经神仙加殊祝福后便会有巨大的能量。
ItemName998 珊瑚耳环
ItemHelp998 在威尼斯的渔民常会带一些美丽的珊瑚回来贩卖；因此而有许多珊瑚的制品出现。
ItemInfo998 防御力 +2点  攻击力 +1点
ItemName999 珍珠耳环
ItemHelp999 同样采自各海域内奇特的黑色珍珠所制造的耳环。
ItemInfo999 防御力 -2点  攻击力 +2点  敏捷力 +1点
ItemName1000 象牙耳环
ItemHelp1000 以象牙作成的巨大耳环。
ItemInfo1000 防御力 +3点  攻击力 +1点  敏捷力 -2点
ItemName1001 绿玉耳环
ItemHelp1001 只在某些地区才有产的奇玉，凝视着它便让人有心矿神怡的感觉。
ItemInfo1001 防御力 +2点  敏捷力 +1点
ItemName1002 红宝石耳环
ItemHelp1002 价格非常昂贵的耳饰，只有富豪才有能力买的。
ItemInfo1002 防御力 +3点  攻击力 +2点  敏捷力 +1点
ItemName1003 棉布衣
ItemHelp1003 普通的保护衣物，一般人民大多用在御寒用的。
ItemInfo1003 防御力 +3点
ItemName1004 貂皮衣
ItemHelp1004 用一些山貂的皮作成衣服，只能抵抗一些小攻击，但是却有很棒的御寒效果。
ItemInfo1004 防御力 +10点
ItemName1005 虎皮衣
ItemHelp1005 穿在身上可以驱吓一些小动物，也有不错的保护能力。
ItemInfo1005 防御力 +13点
ItemName1006 蛇鳞衣
ItemHelp1006 用轻铁片作成蛇鳞般的护套，其质软硬适中是很好穿的护甲。
ItemInfo1006 防御力 +18点
ItemName1007 蛟鳞衣
ItemHelp1007 关外商人带来的奇衣，据说是用千年蛟龙的皮作的；要穿上它也要费一翻工夫的。
ItemInfo1007 防御力 +22点
ItemName1008 天蚕丝衣
ItemHelp1008 在天山山脉有一巨蚕称为天蚕；它所吐的丝坚韧无比，是作为衣物的好材料。
ItemInfo1008 防御力 +85点
ItemName1009 玄雪丝衣
ItemHelp1009 用一种极小的冰蚕之丝编织的衣服，穿的人不会觉得冷但是旁人却会被其寒气所伤。
ItemInfo1009 防御力 +113点
ItemName1010 凤凰羽衣
ItemHelp1010 浴火中的凤凰会掉落许多羽毛，在羽毛未落地之前将其搜集在皮囊内便能保有其神秘的力量。
ItemInfo1010 防御力 +108点
ItemName1011 护心镜
ItemHelp1011 一块坚硬的铁铜结上一坚轫的带子；保护人体最重要的心脏。
ItemInfo1011 防御力 +16点
ItemName1012 光纱天衣
ItemHelp1012 只是一层薄纱但是却隐隐透出光芒，原为天界仙女所穿的神衣；却不小心遗留在人间。
ItemInfo1012 防御力 +96点
ItemName1013 竹叶符衣
ItemHelp1013 在百年老竹的叶子刻上异教的咒语，再进一步的编成一件符衣；诡异的力量充满整件衣服。
ItemInfo1013 防御力 +98点
ItemName1014 神秘斗篷
ItemHelp1014 一身血红的颜色，穿上它便会让人精神抖擞、热血沸腾；走再多的路也不觉的累。
ItemInfo1014 防御力 +35点
ItemName1015 白狐披风
ItemHelp1015 有几千年道行的狐仙披风，此仙心肠甚好不但救过不少人还帮过人间除去一大患。
ItemInfo1015 防御力 +118点
ItemName1016 血殷长袍
ItemHelp1016 充满血气与邪念的衣服，其强大的怨念让穿上它的人有强大的力量，但是不被这股怨念操作的人恐怕很少吧!
ItemInfo1016 防御力 +60点
ItemName1017 天仙神衣
ItemHelp1017 得道羽化成仙的人都会留下他们羽化时的衣物；而这些东西都会残留着他们在人间修行时的法力，这些都称为天仙宝物。
ItemInfo1017 防御力 +134点
ItemName1018 毛兽大衣
ItemHelp1018 DOMO小组之史前毛兽身上所穿的大衣，大衣一出什么都能遮的住；听说还救过一只濒死的狗。
ItemInfo1018 防御力 +100点
ItemName1019 头巾
ItemHelp1019 很普通的裹头布，能提供一点的防护力。
ItemInfo1019 防御力 +1点
ItemName1020 布帽
ItemHelp1020 一般人民常戴的帽子，是经济实惠的日用品。
ItemInfo1020 防御力 +2点
ItemName1021 银发结
ItemHelp1021 在西方银器象征着圣洁之物，所以如果看见许多银制品也不用太惊讶。
ItemInfo1021 防御力 +5点
ItemName1022 安碧特丽之冠
ItemHelp1022 为一皇后的宝冠，整个冠散出祥和的金光，在进入漆黑迷宫时比夜明珠好用多了。
ItemInfo1022 防御力 +8点
ItemName1023 翠玉金钗
ItemHelp1023 以上等翠玉和雕刻精致的金饰镶在一起，非常的朴素高贵；不过不是人人都戴的起的。
ItemInfo1023 防御力 +18点
ItemName1024 蓝夷发带
ItemHelp1024 大食国的境外有一奇特的部落，他们有一种特有的技术能把一般的布变成能随意改变大小的神奇丝带。
ItemInfo1024 防御力 +20点
ItemName1025 天蚕丝带
ItemHelp1025 以天蚕细丝编织的头带，如果能和天蚕丝衣搭配会更好的。
ItemInfo1025 防御力 +35点
ItemName1026 派翠拉之冠
ItemHelp1026 古埃及王朝最后一位女王，克丽奥派翠拉；一位曾经掳获罗马两大领袖之心的奇女子。
ItemName1027 麒麟缎带
ItemHelp1027 在七尺红绫上绣出七星方位的麒麟，再经过仙佛的加持后就有保佑穿戴者的功用了。
ItemInfo1027 防御力 +28点
ItemName1028 鬼云
ItemHelp1028 据说经常出没在高山附近，心灵纯净之人能让它认可，便可戴上它上天下地。
ItemInfo1028 防御力 +25点
ItemName1029 法藏
ItemHelp1029 西突厥的公主特有的丝带，外形相当的古怪，虽有传至唐境内，但一般人都不太爱配戴。
ItemInfo1029 防御力 +32点
ItemName1030 镜舞
ItemHelp1030 中国西南方之剑南道境内有一村庄的法巫所戴的帽子；整个帽子透明琉璃，看着它会有一种深不见底的感觉。
ItemInfo1030 防御力 +38点
ItemName1031 千叶
